date,mall_name,region,visitors,sales_clothing,sales_restaurants,sales_cosmetics,sales_electronics
19/07/2018,Mall B,North,1099,72622,70683,26680,22196
19/07/2018,Mall C,South,970,134130,36095,43452,15081
20/07/2018,Mall A,Center,636,26705,43127,34500,65793
20/07/2018,Mall B,North,955,97720,14399,14451,49668
20/07/2018,Mall C,South,1665,107801,41299,47637,23491
21/07/2018,Mall A,Center,553,72808,37257,8923,34768
21/07/2018,Mall B,North,1683,33646,10895,46232,14835
21/07/2018,Mall C,South,1127,20530,18666,19665,33757
22/07/2018,Mall A,Center,884,106508,27122,46076,54595
22/07/2018,Mall B,North,1369,32434,21638,22263,25812
22/07/2018,Mall C,South,1507,125832,48503,42537,36884
23/07/2018,Mall A,Center,503,102289,61637,28468,41192
23/07/2018,Mall B,North,1792,148979,60953,44292,29454
23/07/2018,Mall C,South,1117,113282,42085,38180,36498
24/07/2018,Mall A,Center,758,105465,15564,19289,27713
24/07/2018,Mall B,North,729,81222,38553,44519,23734
24/07/2018,Mall C,South,824,40825,23365,35749,53145
25/07/2018,Mall A,Center,1798,143943,75778,29635,58918
25/07/2018,Mall B,North,764,110710,12910,26319,35106
25/07/2018,Mall C,South,513,106170,27884,28014,24851
26/07/2018,Mall A,Center,661,60390,46586,45124,59971
26/07/2018,Mall B,North,1280,44500,47170,40893,66044
26/07/2018,Mall C,South,1862,105504,19105,37659,29674
27/07/2018,Mall A,Center,686,24090,39046,48673,46296
27/07/2018,Mall B,North,921,108990,24310,38100,26115
27/07/2018,Mall C,South,1225,35798,62952,38114,33970
28/07/2018,Mall A,Center,1182,121065,58855,19598,21719
28/07/2018,Mall B,North,1790,121021,79061,16738,45648
28/07/2018,Mall C,South,589,102253,12258,41865,37051
29/07/2018,Mall A,Center,1873,51377,19930,9032,46790
29/07/2018,Mall B,North,1626,117920,56228,8315,64156
29/07/2018,Mall C,South,996,25759,28936,15112,49847
30/07/2018,Mall A,Center,1751,101787,36982,40172,53878
30/07/2018,Mall B,North,676,115846,26128,5108,14544
30/07/2018,Mall C,South,1997,36089,68811,7297,40098
01/08/2018,Mall A,Center,744,107310,26100,6799,32797
01/08/2018,Mall B,North,1036,98035,28883,36179,62185
01/08/2018,Mall C,South,1502,57469,39088,27014,12569
02/08/2018,Mall A,Center,1453,117068,64840,7625,35375
02/08/2018,Mall B,North,704,143978,77139,13228,32930
02/08/2018,Mall C,South,1961,71706,54677,49313,57456
03/08/2018,Mall A,Center,1257,136787,18912,28259,23494
03/08/2018,Mall B,North,554,147023,62918,38833,17150
03/08/2018,Mall C,South,1468,148002,19804,20242,12878
04/08/2018,Mall A,Center,1309,45067,29387,25846,49680
04/08/2018,Mall B,North,1889,20198,12072,19436,35809
04/08/2018,Mall C,South,1995,79406,55695,41688,35146
05/08/2018,Mall A,Center,1389,131396,32454,32053,17142
05/08/2018,Mall B,North,1828,112327,39886,13860,42166
05/08/2018,Mall C,South,790,90509,77593,38564,46532
07/08/2018,Mall A,Center,1423,117343,45455,31386,15647
07/08/2018,Mall B,North,1778,92390,57680,22997,46406
07/08/2018,Mall C,South,1840,91306,39529,46093,58278
08/08/2018,Mall A,Center,1299,67960,40250,46326,22316
08/08/2018,Mall B,North,1653,62496,47871,22408,30635
08/08/2018,Mall C,South,957,46363,54784,30298,12327
10/08/2018,Mall A,Center,1421,60368,19489,33319,60448
10/08/2018,Mall B,North,1074,99240,39592,21434,59648
10/08/2018,Mall C,South,1469,148820,39838,37525,25915
11/08/2018,Mall A,Center,1783,73752,29039,43869,68494
11/08/2018,Mall B,North,721,130536,51386,45229,13184
11/08/2018,Mall C,South,1512,95403,44465,37710,17488
12/08/2018,Mall A,Center,1905,76112,22769,49087,48227
12/08/2018,Mall B,North,1631,115865,61483,47392,41392
12/08/2018,Mall C,South,1772,29497,20396,35618,56292
13/08/2018,Mall A,Center,1614,98361,73184,18989,65861
13/08/2018,Mall B,North,1397,70342,65738,21639,47767
13/08/2018,Mall C,South,1809,21364,18967,49010,37089
14/08/2018,Mall A,Center,932,24176,57221,43534,29462
14/08/2018,Mall B,North,948,66816,27550,22533,54378
14/08/2018,Mall C,South,1644,145648,12167,22745,38742
15/08/2018,Mall A,Center,1425,44573,21728,49103,11080
15/08/2018,Mall B,North,1168,90524,19597,27420,10699
15/08/2018,Mall C,South,1777,147160,51268,31383,65492
16/08/2018,Mall A,Center,985,29757,55970,8676,17859
16/08/2018,Mall B,North,1559,55304,49063,32505,19688
16/08/2018,Mall C,South,657,134457,35995,28071,29282
17/08/2018,Mall A,Center,1653,113506,43198,47943,64595
17/08/2018,Mall B,North,793,47707,65605,31940,68004
17/08/2018,Mall C,South,1352,146854,39170,6017,46406
19/08/2018,Mall A,Center,1464,130029,60021,16669,42235
19/08/2018,Mall B,North,1858,39313,45069,16441,66399
19/08/2018,Mall C,South,1924,40861,36155,45329,47094
20/08/2018,Mall A,Center,1091,49737,37077,40073,14101
20/08/2018,Mall B,North,857,114613,48613,9509,55261
20/08/2018,Mall C,South,1744,139560,40357,20722,37730
21/08/2018,Mall A,Center,524,45030,73252,8951,52933
21/08/2018,Mall B,North,863,106541,62136,5986,28231
21/08/2018,Mall C,South,762,96486,73416,20815,44361
22/08/2018,Mall A,Center,803,120271,63415,10982,59845
22/08/2018,Mall B,North,582,135457,51674,14983,69547
22/08/2018,Mall C,South,1870,98776,16356,33458,45338
23/08/2018,Mall A,Center,1118,28721,38452,35010,38403
23/08/2018,Mall B,North,1304,90226,75953,45183,25972
23/08/2018,Mall C,South,1813,61172,41233,30338,46117
24/08/2018,Mall A,Center,1199,46269,64861,13302,42203
24/08/2018,Mall B,North,1857,116709,34767,28695,48565
24/08/2018,Mall C,South,1659,56583,40782,41530,59277
25/08/2018,Mall A,Center,1847,133688,16993,7455,13795
25/08/2018,Mall B,North,803,120615,47501,26440,60097
25/08/2018,Mall C,South,1981,25614,59246,44672,65408
26/08/2018,Mall A,Center,1680,30537,10710,27996,26367
26/08/2018,Mall B,North,1368,85258,30952,10804,67400
26/08/2018,Mall C,South,962,50338,76446,13973,20053
27/08/2018,Mall A,Center,1491,39179,43963,5196,24127
27/08/2018,Mall B,North,724,88703,58995,21667,17484
27/08/2018,Mall C,South,1110,134657,76448,12188,14308
28/08/2018,Mall A,Center,1352,75671,47937,20528,25622
28/08/2018,Mall B,North,1503,96577,22566,10528,46968
28/08/2018,Mall C,South,776,33242,45308,20186,68674
30/08/2018,Mall A,Center,861,105672,15283,12016,65195
30/08/2018,Mall B,North,508,114917,34486,33329,67086
30/08/2018,Mall C,South,619,36425,31898,14457,60222
31/08/2018,Mall A,Center,1329,144363,65456,29254,48113
31/08/2018,Mall B,North,1028,117383,34969,17921,38238
31/08/2018,Mall C,South,1505,95722,58166,23514,19310
01/09/2018,Mall A,Center,1972,49675,24332,25932,13864
01/09/2018,Mall B,North,1908,120966,66791,47326,43369
01/09/2018,Mall C,South,568,111264,60303,40225,57722
02/09/2018,Mall A,Center,1978,126546,38599,5085,28336
02/09/2018,Mall B,North,636,120459,45064,9730,19456
02/09/2018,Mall C,South,746,111267,71346,24723,36634
03/09/2018,Mall A,Center,953,35922,52200,13376,63894
03/09/2018,Mall B,North,1342,145628,74910,42714,30945
03/09/2018,Mall C,South,1368,147759,40706,33804,33862
04/09/2018,Mall A,Center,1150,24005,72608,14489,35214
04/09/2018,Mall B,North,1956,148260,35811,15761,46177
04/09/2018,Mall C,South,623,87270,66855,26992,46102
05/09/2018,Mall A,Center,976,122387,49332,9704,52030
05/09/2018,Mall B,North,1907,113728,10287,27129,56544
05/09/2018,Mall C,South,1842,91203,71863,30711,24286
06/09/2018,Mall A,Center,917,39688,56484,23811,49767
06/09/2018,Mall B,North,1548,50523,17491,49534,34493
06/09/2018,Mall C,South,565,98432,20432,28558,53891
07/09/2018,Mall A,Center,941,25955,21721,33057,39729
07/09/2018,Mall B,North,1592,88073,12670,27035,47300
07/09/2018,Mall C,South,686,100432,60242,28695,37564
08/09/2018,Mall A,Center,668,63529,32563,11677,13147
08/09/2018,Mall B,North,991,141528,41900,6348,66404
08/09/2018,Mall C,South,778,102990,21009,46696,65150
09/09/2018,Mall A,Center,1471,137169,79947,11765,36908
09/09/2018,Mall B,North,1760,96022,15781,21117,41398
09/09/2018,Mall C,South,1785,43594,29022,16454,46436
10/09/2018,Mall A,Center,1970,128213,42159,22857,47970
10/09/2018,Mall B,North,739,105156,32348,24616,30298
10/09/2018,Mall C,South,1424,78704,56045,41780,27416
11/09/2018,Mall A,Center,630,53943,44893,19236,27895
11/09/2018,Mall B,North,643,41959,26321,40762,48676
11/09/2018,Mall C,South,1742,68414,64643,29709,34316
12/09/2018,Mall A,Center,1967,92203,19053,16080,64200
12/09/2018,Mall B,North,1667,86750,16742,35945,50777
12/09/2018,Mall C,South,1839,122581,34297,46693,14033
13/09/2018,Mall A,Center,1595,63249,56926,47478,18262
13/09/2018,Mall B,North,1277,89816,12060,30546,28048
13/09/2018,Mall C,South,1847,21325,23509,25622,15465
14/09/2018,Mall A,Center,1950,99548,39912,5632,62717
14/09/2018,Mall B,North,1046,141321,57549,26600,26755
14/09/2018,Mall C,South,692,73116,40176,35816,45558
15/09/2018,Mall A,Center,928,55031,77751,5487,44592
15/09/2018,Mall B,North,1454,58660,76056,38524,20379
15/09/2018,Mall C,South,1878,53994,39650,19926,15937
16/09/2018,Mall A,Center,1596,144568,32556,23402,36594
16/09/2018,Mall B,North,1045,107333,21377,12548,42580
16/09/2018,Mall C,South,1258,65187,35907,10448,64693
17/09/2018,Mall A,Center,1243,113027,13230,41225,54723
17/09/2018,Mall B,North,827,128640,66494,8000,39560
17/09/2018,Mall C,South,1635,37004,23659,34442,39648
18/09/2018,Mall A,Center,873,135996,53400,6673,20433
18/09/2018,Mall B,North,1417,146211,32177,10823,58904
18/09/2018,Mall C,South,1417,69441,48072,48180,39827
19/09/2018,Mall A,Center,1844,145955,14119,48486,42502
19/09/2018,Mall B,North,1515,50354,54430,19189,67521
19/09/2018,Mall C,South,1754,85907,51425,19702,37741
20/09/2018,Mall A,Center,1947,29500,30697,37422,25535
20/09/2018,Mall B,North,947,49265,33385,17868,64404
20/09/2018,Mall C,South,1553,28251,74052,22223,28121
21/09/2018,Mall A,Center,1132,90791,43939,12218,10866
21/09/2018,Mall B,North,1978,36900,37738,32108,55951
21/09/2018,Mall C,South,686,124167,17911,35194,52633
23/09/2018,Mall A,Center,1667,76054,62002,18745,36790
23/09/2018,Mall B,North,881,24937,12421,19870,62198
23/09/2018,Mall C,South,1211,111649,51738,19635,29192
24/09/2018,Mall A,Center,1865,81608,78743,49262,19603
24/09/2018,Mall B,North,1617,22278,67572,11946,62266
24/09/2018,Mall C,South,1702,68290,28759,37450,26573
25/09/2018,Mall A,Center,998,133826,50458,42660,36210
25/09/2018,Mall B,North,1856,109667,50510,28952,56068
25/09/2018,Mall C,South,1669,22239,35460,5588,17998
26/09/2018,Mall A,Center,1998,110191,31483,29937,19696
26/09/2018,Mall B,North,574,29286,45244,9550,53247
26/09/2018,Mall C,South,1284,32540,25262,20427,35327
27/09/2018,Mall A,Center,691,143693,23176,49269,34865
27/09/2018,Mall B,North,671,135785,16632,28680,68828
27/09/2018,Mall C,South,1407,58903,23544,35466,56915
28/09/2018,Mall A,Center,893,27497,45906,43919,17321
28/09/2018,Mall B,North,621,111748,12369,23268,59052
28/09/2018,Mall C,South,1411,132557,35719,30467,21200
29/09/2018,Mall A,Center,1286,36504,32886,36584,38010
29/09/2018,Mall B,North,877,83246,47865,17701,21738
29/09/2018,Mall C,South,1824,148975,31980,13762,55711
30/09/2018,Mall A,Center,857,67480,31630,18386,51378
30/09/2018,Mall B,North,502,100888,73658,24655,65636
30/09/2018,Mall C,South,1388,65290,39335,18762,38918
01/10/2018,Mall A,Center,546,44989,78823,47658,20229
01/10/2018,Mall B,North,1219,130135,62798,42877,62159
01/10/2018,Mall C,South,1101,72935,27512,8622,44048
02/10/2018,Mall A,Center,928,146948,47335,34141,42757
02/10/2018,Mall B,North,1662,22817,77143,17666,28391
02/10/2018,Mall C,South,1934,58582,10038,14676,39152
03/10/2018,Mall A,Center,977,54544,31350,39807,12378
03/10/2018,Mall B,North,1258,131441,39535,11405,53902
03/10/2018,Mall C,South,1653,109997,15524,32278,64011
04/10/2018,Mall A,Center,1356,133840,33758,38921,44078
04/10/2018,Mall B,North,1933,88561,39715,8836,21440
04/10/2018,Mall C,South,567,30158,50284,37724,60958
05/10/2018,Mall A,Center,621,137957,76228,6383,65431
05/10/2018,Mall B,North,1008,75339,34916,18431,41525
05/10/2018,Mall C,South,643,60562,21267,16540,64262
06/10/2018,Mall A,Center,1293,140796,79770,13453,12923
06/10/2018,Mall B,North,1577,63842,54225,41661,56004
06/10/2018,Mall C,South,1257,81352,59239,39492,13993
07/10/2018,Mall A,Center,929,140215,37968,43925,29688
07/10/2018,Mall B,North,1862,128463,49634,41083,64434
07/10/2018,Mall C,South,1225,148096,56015,40410,33378
08/10/2018,Mall A,Center,673,101272,73211,14452,59932
08/10/2018,Mall B,North,691,98041,39220,14833,34393
08/10/2018,Mall C,South,1456,141515,64649,11680,39517
09/10/2018,Mall A,Center,1157,120643,47570,5805,10420
09/10/2018,Mall B,North,709,66868,72264,16807,48416
09/10/2018,Mall C,South,519,107500,62269,47385,33709
10/10/2018,Mall A,Center,895,129550,30381,17461,24507
10/10/2018,Mall B,North,1742,148601,57678,11923,66173
10/10/2018,Mall C,South,1406,62606,13543,11835,68953
11/10/2018,Mall A,Center,1399,84860,38987,11176,43893
11/10/2018,Mall B,North,1441,114041,55933,7543,26099
11/10/2018,Mall C,South,886,44038,72443,40006,41912
12/10/2018,Mall A,Center,596,58771,16726,31150,37183
12/10/2018,Mall B,North,697,127100,79863,28926,54326
12/10/2018,Mall C,South,1502,65675,48694,42315,19887
13/10/2018,Mall A,Center,1383,81171,15149,21865,11042
13/10/2018,Mall B,North,540,73242,21071,14281,29118
13/10/2018,Mall C,South,1959,64501,75663,10461,62432
14/10/2018,Mall A,Center,904,90852,41065,23635,51080
14/10/2018,Mall B,North,895,49715,20569,17785,21096
14/10/2018,Mall C,South,1131,42635,75645,5541,20013
15/10/2018,Mall A,Center,726,141216,45117,10815,28572
15/10/2018,Mall B,North,1834,100481,71694,42741,12325
15/10/2018,Mall C,South,1218,118055,50450,42206,61813
16/10/2018,Mall A,Center,524,21739,12026,35803,32708
16/10/2018,Mall B,North,872,115424,68103,41855,19354
16/10/2018,Mall C,South,1071,35237,52678,35053,23456
17/10/2018,Mall A,Center,1744,35799,47976,11662,24804
17/10/2018,Mall B,North,1373,104910,57223,34333,50503
17/10/2018,Mall C,South,1152,59144,41024,31012,23990
18/10/2018,Mall A,Center,1633,50385,75450,49986,48572
18/10/2018,Mall B,North,1134,72587,63727,14242,19429
18/10/2018,Mall C,South,1027,137602,33289,31775,68609
20/10/2018,Mall A,Center,1951,38205,50103,44850,40573
20/10/2018,Mall B,North,1122,33075,50917,33965,51041
20/10/2018,Mall C,South,1618,146603,26304,6317,33886
21/10/2018,Mall A,Center,705,141998,69521,11767,41142
21/10/2018,Mall B,North,1154,100928,63129,26451,27668
21/10/2018,Mall C,South,1840,71689,45501,16248,42281
22/10/2018,Mall A,Center,1997,43479,57281,35891,46509
22/10/2018,Mall B,North,1579,24268,62802,47742,54261
22/10/2018,Mall C,South,1223,104491,72208,42003,34699
23/10/2018,Mall A,Center,1605,57176,77941,12547,45085
23/10/2018,Mall B,North,1107,141502,34269,16928,41751
23/10/2018,Mall C,South,1958,61559,51167,49827,26774
25/10/2018,Mall A,Center,969,37151,49632,19737,69849
25/10/2018,Mall B,North,1850,82771,73640,28262,66204
25/10/2018,Mall C,South,554,47207,62207,20389,30938
26/10/2018,Mall A,Center,1387,41574,22369,13398,69767
26/10/2018,Mall B,North,857,29871,69412,6449,57557
26/10/2018,Mall C,South,1850,140309,15808,10098,29710
27/10/2018,Mall A,Center,682,71125,41180,45275,55253
27/10/2018,Mall B,North,1681,121824,53074,47225,21568
27/10/2018,Mall C,South,1080,88110,31894,31235,17690
28/10/2018,Mall A,Center,1574,133991,70869,14626,30658
28/10/2018,Mall B,North,969,138680,75311,27293,64482
28/10/2018,Mall C,South,680,40400,66283,28138,18582
29/10/2018,Mall A,Center,534,57318,74212,13862,31258
29/10/2018,Mall B,North,1156,44294,74125,44708,37920
29/10/2018,Mall C,South,1192,20801,40114,8113,50674
30/10/2018,Mall A,Center,1119,61277,27402,32816,40014
30/10/2018,Mall B,North,761,60366,28432,39494,60011
30/10/2018,Mall C,South,1145,116704,18423,5860,47408
31/10/2018,Mall A,Center,1857,49677,50638,43440,38393
31/10/2018,Mall B,North,1302,43586,42951,15847,16986
31/10/2018,Mall C,South,1738,127657,29504,17900,44973
01/11/2018,Mall A,Center,1722,132992,17026,8977,38725
01/11/2018,Mall B,North,1926,50507,53701,44067,33689
01/11/2018,Mall C,South,1812,49730,32828,25233,13741
02/11/2018,Mall A,Center,892,57274,62609,19795,69032
02/11/2018,Mall B,North,1135,81891,72392,20521,42258
02/11/2018,Mall C,South,1061,61907,14556,48053,56096
03/11/2018,Mall A,Center,1425,88672,44591,28223,50550
03/11/2018,Mall B,North,1071,146582,75059,24981,18332
03/11/2018,Mall C,South,1983,73448,47582,34541,50264
04/11/2018,Mall A,Center,1298,40004,43425,39093,38496
04/11/2018,Mall B,North,504,39513,55355,19737,11701
04/11/2018,Mall C,South,633,71651,18932,16532,60169
05/11/2018,Mall A,Center,1895,55102,22599,21064,36167
05/11/2018,Mall B,North,707,89511,50298,37535,27966
05/11/2018,Mall C,South,1576,37627,33526,47086,67449
06/11/2018,Mall A,Center,1575,138600,54861,26159,22389
06/11/2018,Mall B,North,561,108424,78483,13317,43699
06/11/2018,Mall C,South,1690,47175,44906,6816,17061
07/11/2018,Mall A,Center,1916,37738,13705,20675,61122
07/11/2018,Mall B,North,1156,28352,53812,14897,13200
07/11/2018,Mall C,South,1855,78950,58724,33813,49070
08/11/2018,Mall A,Center,984,147927,65995,39163,45825
08/11/2018,Mall B,North,1874,66323,55499,7818,19846
08/11/2018,Mall C,South,769,26092,68331,7180,26064
09/11/2018,Mall A,Center,1162,66563,12311,34835,50724
09/11/2018,Mall B,North,1524,51772,71332,18423,25165
09/11/2018,Mall C,South,1723,49807,79837,27924,62874
10/11/2018,Mall A,Center,931,122723,69437,30015,17473
10/11/2018,Mall B,North,1145,58025,71164,47085,36306
10/11/2018,Mall C,South,1559,127004,46358,27626,13663
12/11/2018,Mall A,Center,686,63738,57154,22361,61340
12/11/2018,Mall B,North,518,96529,65516,45660,38578
12/11/2018,Mall C,South,1944,62122,13731,12177,69197
13/11/2018,Mall A,Center,1409,95161,36241,15461,48129
13/11/2018,Mall B,North,1432,39723,32538,30335,68373
13/11/2018,Mall C,South,1121,109517,27852,41954,67161
14/11/2018,Mall A,Center,966,38459,43402,25564,35518
14/11/2018,Mall B,North,1878,35814,15921,31050,62852
14/11/2018,Mall C,South,1057,74507,76745,41998,21554
15/11/2018,Mall A,Center,1082,50827,36049,19410,33777
15/11/2018,Mall B,North,1811,89038,46601,13792,20958
15/11/2018,Mall C,South,617,59402,15638,21550,39655
16/11/2018,Mall A,Center,1598,89878,72380,45267,19005
16/11/2018,Mall B,North,1634,123654,67999,35442,18310
16/11/2018,Mall C,South,845,59436,71323,38339,35705
17/11/2018,Mall A,Center,1465,21351,26843,15412,15077
17/11/2018,Mall B,North,744,124326,55227,27563,61326
17/11/2018,Mall C,South,1856,136940,56493,47396,64247
18/11/2018,Mall A,Center,1801,37047,26914,15917,35593
18/11/2018,Mall B,North,1250,48345,16242,47134,37438
18/11/2018,Mall C,South,551,148053,42240,13390,19812
20/11/2018,Mall A,Center,1543,39282,27204,8648,47452
20/11/2018,Mall B,North,1867,129386,42045,24759,46507
20/11/2018,Mall C,South,1700,50192,60541,9813,52428
23/11/2018,Mall A,Center,554,46307,13738,37703,29340
23/11/2018,Mall B,North,803,30280,67417,35954,68409
23/11/2018,Mall C,South,907,58304,42961,42211,31369
24/11/2018,Mall A,Center,1564,116989,55365,43659,16993
24/11/2018,Mall B,North,1367,134294,32119,16941,48259
24/11/2018,Mall C,South,1070,107483,64624,37315,14789
25/11/2018,Mall A,Center,1281,103345,42099,48521,54580
25/11/2018,Mall B,North,1347,59090,57437,45470,21755
25/11/2018,Mall C,South,664,54343,55576,9993,12180
26/11/2018,Mall A,Center,1302,30388,60319,38904,22625
26/11/2018,Mall B,North,763,128596,22678,37010,51688
26/11/2018,Mall C,South,1891,148024,65552,30560,23732
28/11/2018,Mall A,Center,500,144894,42274,18290,40374
28/11/2018,Mall B,North,1264,105015,30094,46910,47980
28/11/2018,Mall C,South,1919,34412,56069,15440,68896
29/11/2018,Mall A,Center,817,116173,22877,27890,44117
29/11/2018,Mall B,North,1082,85880,64560,16897,45993
29/11/2018,Mall C,South,930,87983,71913,7518,61191
30/11/2018,Mall A,Center,1675,33966,39276,12641,34151
30/11/2018,Mall B,North,1446,78889,39808,28276,30865
30/11/2018,Mall C,South,1535,88429,29024,24902,61119
